,name,sector,location,rating,reviews,jobs
344,Photon Interactive,IT Services & Consulting ,Chennai +19 other locations,4.0,2.6k,680
345,NoBroker,Internet ,Bengaluru +46 other locations,3.0,2.6k,376
346,Tata Advanced Systems,Defence & Aerospace ,Bengaluru +57 other locations,3.7,2.6k,--
347,DBS Bank,Banking ,Hyderabad +179 other locations,3.7,2.6k,24
348,ACT Fibernet,Telecom ,Hyderabad +57 other locations,3.8,2.6k,144
349,Domino's Pizza,Hospitality ,New Delhi +251 other locations,3.9,2.6k,--
350,Adani Power,Power ,Mundra +129 other locations,3.7,2.6k,--
351,Fortis Healthcare,Healthcare ,New Delhi +69 other locations,4.0,2.6k,865
352,Foundever,BPO ,Hyderabad +21 other locations,3.4,2.6k,55
353,Himalaya Wellness,Pharma ,Bengaluru +243 other locations,3.9,2.6k,30
354,BT Group,Telecom ,Gurugram +25 other locations,3.8,2.6k,3
355,IntouchCX,BPO ,Hyderabad +22 other locations,2.7,2.5k,216
356,Sahrudaya Healthcare (Medicover Hospitals),Healthcare ,Hyderabad +46 other locations,4.4,2.5k,37
357,Alldigi Tech,BPO ,Chennai +36 other locations,3.9,2.5k,26
358,Laurus Labs,Pharma ,Visakhapatnam +34 other locations,4.3,2.5k,5
359,V-Mart,Retail ,Gurugram +286 other locations,4.0,2.5k,18
360,V-Mart,Retail ,Gurugram +286 other locations,4.0,2.5k,18
361,JCB,Industrial Machinery ,Pune +111 other locations,3.9,2.5k,11
362,Northern Trust Operating Services,Financial Services ,Bengaluru +27 other locations,3.6,2.5k,112
363,Tractors and Farm Equipment,Industrial Machinery ,Chennai +191 other locations,3.9,2.5k,42
364,Bajaj Electricals,Consumer Electronics & Appliances ,Mumbai +233 other locations,4.0,2.5k,24
365,Sammaan Capital Limited,NBFC ,Gurugram +199 other locations,3.7,2.5k,14
366,Parle Agro,Beverage ,Mumbai +259 other locations,3.9,2.5k,1
367,Planet Spark,EdTech ,Gurugram +59 other locations,3.8,2.5k,64
368,ICICI Securities,Financial Services ,Mumbai +151 other locations,3.9,2.4k,7
369,Biocon Limited,Biotechnology ,Bengaluru +65 other locations,4.0,2.4k,18
370,CorroHealth Infotech,Analytics & KPO ,Hyderabad +38 other locations,3.6,2.4k,62
371,Emcure Pharmaceuticals,Pharma ,Pune +119 other locations,3.7,2.4k,48
372,McDonald's,Hospitality ,New Delhi +151 other locations,3.9,2.4k,--
373,Adani Group,Power ,Ahmedabad +196 other locations,3.8,2.4k,881
374,Hero FinCorp,NBFC ,New Delhi +395 other locations,3.9,2.4k,31
375,Paras Hospital,Healthcare ,Patna +60 other locations,4.1,2.4k,35
376,Intellect Design Arena,Software Product ,Chennai +40 other locations,3.6,2.4k,16
377,Datamatics Global Services,IT Services & Consulting ,Mumbai +37 other locations,3.3,2.4k,82
378,Mahindra Rural Housing Finance,NBFC ,Mumbai +469 other locations,4.0,2.4k,14
379,Mahindra Holidays & Resorts,Hospitality ,Mumbai +113 other locations,3.5,2.4k,50
380,Mahindra Rural Housing Finance,NBFC ,Mumbai +469 other locations,4.0,2.4k,14
381,Statestreet HCL Services,BPO ,Chennai +18 other locations,3.4,2.4k,--
382,TaskUs,BPO ,Indore +36 other locations,3.0,2.4k,215
383,Cadila Pharmaceuticals,Pharma ,Ahmedabad +134 other locations,3.2,2.4k,77
384,Syngene International,Clinical Research ,Bengaluru +22 other locations,3.8,2.4k,5
385,3i Infotech,IT Services & Consulting ,Mumbai +131 other locations,3.4,2.4k,70
386,Taj Hotels Resorts and Palaces,Hospitality ,Mumbai +110 other locations,4.2,2.4k,350
387,Aditya Birla Group,Metals & Mining ,Mumbai +271 other locations,4.1,2.4k,2
388,Capgemini Engineering,IT Services & Consulting ,Bengaluru +28 other locations,3.3,2.4k,--
389,Axis Direct,Financial Services ,Mumbai +270 other locations,3.6,2.4k,44
390,Cholamandalam MS General Insurance,Insurance ,Chennai +392 other locations,3.7,2.4k,--
391,Info Edge,Internet ,Noida +70 other locations,3.9,2.4k,359
392,Bureau Veritas,Other ,Mumbai +150 other locations,3.8,2.4k,45
393,Delhi Public School,Education & Training ,New Delhi +278 other locations,3.7,2.4k,145
394,RMSI,IT Services & Consulting ,Hyderabad +24 other locations,3.5,2.3k,5
395,KocharTech,IT Services & Consulting ,Kolkata +25 other locations,3.6,2.3k,28
396,Cybage,IT Services & Consulting ,Pune +15 other locations,3.8,2.3k,23
397,Aavas Financiers,NBFC ,Jaipur +294 other locations,3.9,2.3k,64
398,GAO Tek,Electrical Equipment ,New York +44 other locations,4.4,2.3k,--
399,Xoriant,IT Services & Consulting ,Pune +23 other locations,4.0,2.3k,31
400,Straive,IT Services & Consulting ,Chennai +32 other locations,3.3,2.3k,55
401,Sopra Steria,IT Services & Consulting ,Noida +19 other locations,3.9,2.3k,77
402,Kia India,Automobile ,Anantapur +190 other locations,3.9,2.3k,82
403,Akums Drugs & Pharmaceuticals Limited,Pharma ,Haridwar +40 other locations,4.2,2.3k,15
404,Newgen Software Technologies,IT Services & Consulting ,Noida +32 other locations,4.1,2.3k,54
405,Lodha,Real Estate ,Mumbai +29 other locations,4.2,2.3k,220
406,Apollo Pharmacy,Pharma ,Hyderabad +288 other locations,3.7,2.3k,1k
407,Lifestyle,Retail ,Bengaluru +129 other locations,4.2,2.3k,28
408,GVK Emergency Management and Research Institute,Non-Profit ,Lucknow +214 other locations,3.6,2.3k,69
409,Eureka Forbes,Consumer Electronics & Appliances ,Mumbai +185 other locations,3.6,2.3k,9
410,Sobha,Real Estate ,Bengaluru +39 other locations,3.8,2.3k,--
411,TCE,Engineering & Construction ,Mumbai +132 other locations,3.8,2.3k,57
412,SBI Securities,Financial Services ,Mumbai +319 other locations,3.6,2.3k,60
413,Bharat Petroleum,Oil & Gas ,Mumbai +262 other locations,4.2,2.3k,--
414,Team Computers,IT Services & Consulting ,New Delhi +106 other locations,3.6,2.3k,173
415,Unacademy,EdTech ,Bengaluru +73 other locations,2.9,2.3k,39
416,Radisson Hotels,Hospitality ,New Delhi +129 other locations,4.0,2.2k,418
417,Endurance Technologies Limited,Auto Components ,Chhatrapati Sambhajinagar +51 other locations,4.0,2.2k,29
418,Myntra,Internet ,Bengaluru +101 other locations,3.8,2.2k,9
419,Panasonic Life Solutions India,Consumer Electronics & Appliances ,Haridwar +168 other locations,3.9,2.2k,14
420,Star Union Dai-ichi Life Insurance,Insurance ,Mumbai +324 other locations,3.8,2.2k,16
421,Daikin Airconditioning India Pvt. Ltd.,Consumer Electronics & Appliances ,Neemrana +108 other locations,4.1,2.2k,5
422,AWL Agri Business,FMCG ,Ahmedabad +203 other locations,4.1,2.2k,12
423,BNP Paribas,Banking ,Mumbai +27 other locations,3.7,2.2k,25
424,Bharti AXA Life Insurance,Insurance ,Mumbai +244 other locations,3.6,2.2k,74
425,Cisco,Hardware & Networking ,Bengaluru +46 other locations,4.1,2.2k,209
426,SBI General Insurance,Insurance ,Mumbai +293 other locations,3.6,2.2k,33
427,Lava International,Consumer Electronics & Appliances ,Noida +222 other locations,3.9,2.2k,5
428,Renault Nissan Technology & Business Centre India,Automobile ,Chennai +21 other locations,3.7,2.2k,22
429,Whirlpool,Consumer Electronics & Appliances ,Pune +171 other locations,4.0,2.2k,7
430,Coromandel International,Agro Chemicals ,Visakhapatnam +185 other locations,4.1,2.2k,26
431,Allstate,Insurance ,Pune +17 other locations,3.7,2.2k,18
432,GlaxoSmithKline Pharmaceuticals,Pharma ,Bengaluru +215 other locations,4.0,2.2k,31
433,ValueLabs,IT Services & Consulting ,Hyderabad +20 other locations,3.5,2.2k,70
434,Indian Railways,Railways ,Kolkata +250 other locations,4.1,2.2k,--
435,Sify Technologies,IT Services & Consulting ,Chennai +134 other locations,3.6,2.2k,54
436,Ambuja Cements,Building Material ,Mumbai +259 other locations,3.8,2.2k,--
437,Shahi Exports,Fashion & Textile ,Bengaluru +71 other locations,3.9,2.2k,64
438,Meesho,Internet ,Bengaluru +131 other locations,3.7,2.2k,54
439,Nokia Networks,Hardware & Networking ,Chennai +86 other locations,4.1,2.2k,--
440,Mercedes-Benz Research and Development India,IT Services & Consulting ,Bengaluru +52 other locations,3.6,2.1k,125
441,Bank of Baroda,Banking ,Mumbai +299 other locations,3.5,2.1k,--
442,Microsoft Corporation,Software Product ,Bengaluru +46 other locations,3.8,2.1k,--
443,Brakes India,Auto Components ,Chennai +99 other locations,3.9,2.1k,37
444,Life Insurance Corporation of India,Insurance ,Mumbai +474 other locations,4.4,2.1k,4
445,Generali Central Life Insurance,Insurance ,Mumbai +205 other locations,3.5,2.1k,25
446,JK Tyre,Auto Components ,Chennai +148 other locations,3.8,2.1k,6
447,Spark Minda,Auto Components ,Pune +75 other locations,3.8,2.1k,12
448,Poonawalla Fincorp,NBFC ,Pune +262 other locations,3.5,2.1k,16
449,upGrad,EdTech ,Bengaluru +51 other locations,3.4,2.1k,50
450,Cargill,Food Processing ,Bengaluru +122 other locations,3.9,2.1k,168
451,Saint-Gobain,Building Material ,Mumbai +104 other locations,3.8,2.1k,145
452,CAMS,Financial Services ,Chennai +109 other locations,3.6,2.1k,21
453,Henry Harvin Education,EdTech ,Noida +34 other locations,3.8,2.1k,55
454,FirstCry,Retail ,Pune +212 other locations,3.5,2.1k,14
455,Jio Platforms,IT Services & Consulting ,Mumbai +105 other locations,3.4,2.1k,--
456,Manipal Hospitals,Healthcare ,Bengaluru +66 other locations,4.1,2.1k,98
457,BHEL,Electrical Equipment ,Bengaluru +130 other locations,4.2,2.1k,53
458,Power Mech Projects,Engineering & Construction ,Hyderabad +152 other locations,3.8,2.1k,27
459,Kotak Securities,Financial Services ,Mumbai +142 other locations,3.5,2.1k,34
460,NTT DATA Business Solutions,IT Services & Consulting ,Bengaluru +32 other locations,4.1,2.1k,38
461,Pfizer,Pharma ,Visakhapatnam +133 other locations,3.9,2.1k,49
462,Nuvoco Vistas,Building Material ,Kolkata +201 other locations,4.1,2.1k,23
463,Huawei Technologies,Telecom ,Bengaluru +104 other locations,4.1,2.1k,34
464,Force Motors,Automobile ,Pune +106 other locations,3.7,2.1k,28
465,Simplex Infrastructures,Engineering & Construction ,Kolkata +138 other locations,3.4,2.1k,--
466,Infinite Computer Solutions,IT Services & Consulting ,Bengaluru +36 other locations,3.3,2.1k,37
467,"Maruti Suzuki India Limited, Hansalpur",Automobile ,Ahmedabad +107 other locations,4.2,2.1k,--
468,CitiusTech,IT Services & Consulting ,Mumbai +17 other locations,3.1,2.1k,11
469,Reliance Trends,Retail ,Bengaluru +395 other locations,4.1,2.1k,--
470,Raymond Lifestyle Limited,Fashion & Textile ,Mumbai +150 other locations,4.2,2.1k,19
471,ITC Hotels,Hospitality ,Bengaluru +94 other locations,4.1,2.1k,--
472,IndusInd General Insurance,Insurance ,Mumbai +195 other locations,3.6,2.1k,7
473,Biological E,Pharma ,Hyderabad +73 other locations,4.2,2k,22
474,Ola Cabs,Internet ,Bengaluru +112 other locations,3.3,2k,7
475,Delphi TVS,Auto Components ,Chennai +61 other locations,3.8,2k,--
476,Morgan Stanley,Financial Services ,Mumbai +19 other locations,3.6,2k,4
477,Renault-Nissan,Automobile ,Chennai +85 other locations,4.1,2k,--
478,Extramarks Education,EdTech ,Noida +111 other locations,3.3,2k,4
479,SGS,Engineering & Construction ,Mumbai +146 other locations,3.8,2k,119
480,EPAM Systems,IT Services & Consulting ,Hyderabad +36 other locations,3.7,2k,48
481,K12 Techno Services,EdTech ,Bengaluru +43 other locations,3.7,2k,366
482,YASH Technologies,IT Services & Consulting ,Hyderabad +31 other locations,3.7,2k,416
483,Aditya Birla Health Insurance Co,Insurance ,Mumbai +255 other locations,3.7,2k,2
484,Senco Gold,Jewellery ,Kolkata +81 other locations,4.4,2k,--
485,Novartis,Pharma ,Hyderabad +75 other locations,4.1,2k,87
486,IDBI Bank,Banking ,Mumbai +336 other locations,3.3,2k,--
487,Narayana Health,Healthcare ,Bengaluru +63 other locations,4.0,2k,95
488,HSBC Electronic Data Processing,IT Services & Consulting ,Bengaluru +19 other locations,4.0,2k,--
489,SAP,Software Product ,Bengaluru +53 other locations,4.1,2k,--
490,Ninjacart,Internet ,Bengaluru +113 other locations,3.8,2k,25
491,State Street Syntel,Financial Services ,Pune +21 other locations,3.7,2k,--
492,Shadowfax Technologies,Logistics ,Bengaluru +245 other locations,3.5,2k,36
493,Trent,Retail ,Mumbai +149 other locations,3.9,2k,25
494,AECOM,Engineering & Construction ,Gurugram +123 other locations,4.2,2k,204
495,Schindler,Industrial Machinery ,Pune +90 other locations,3.9,2k,69
496,L&T Energy Hydrocarbon,Engineering & Construction ,Vadodara +88 other locations,3.8,2k,--
497,Honeywell Automation,Industrial Automation ,Pune +78 other locations,3.8,2k,--
498,R.R. Donnelley,Marketing & Advertising ,Chennai +26 other locations,3.6,2k,13
499,Haier Appliances India,Consumer Electronics & Appliances ,Pune +164 other locations,4.0,2k,38
500,Paisabazaar.com,Internet ,Gurugram +35 other locations,3.4,1.9k,62
501,NCR Voyix,IT Services & Consulting ,Hyderabad +89 other locations,3.4,1.9k,33
502,Motherson Automotive Technologies and Engineering,Auto Components ,Chennai +66 other locations,3.7,1.9k,29
503,V-Guard Industries,Consumer Electronics & Appliances ,Kochi +170 other locations,4.3,1.9k,24
504,Dr Lal PathLabs,Healthcare ,New Delhi +200 other locations,4.2,1.9k,92
505,Microland,IT Services & Consulting ,Bengaluru +46 other locations,3.5,1.9k,494
506,Philips,Medical Equipment ,Bengaluru +97 other locations,3.8,1.9k,167
507,CMS Infosystems,Software Product ,Mumbai +222 other locations,3.5,1.9k,7
508,Uflex,Packaging ,Noida +46 other locations,3.8,1.9k,60
509,Globiva,BPO ,Gurugram +30 other locations,3.0,1.9k,187
510,Crisil,Analytics & KPO ,Mumbai +80 other locations,3.5,1.9k,728
511,Spinny,Internet ,Gurugram +62 other locations,3.6,1.9k,44
512,Gabriel India Limited,Auto Components ,Pune +52 other locations,4.1,1.9k,3
513,CNH (Case New Holland),Industrial Machinery ,Gurugram +137 other locations,3.7,1.9k,30
514,Parle Products,FMCG ,Mumbai +248 other locations,3.9,1.9k,20
515,Adecco Group,Recruitment ,Bengaluru +181 other locations,3.8,1.9k,--
516,Aye Finance,NBFC ,Gurugram +372 other locations,4.1,1.9k,68
517,HTC Global Services,IT Services & Consulting ,Chennai +32 other locations,3.4,1.9k,2
518,Aadhar Housing Finance,NBFC ,Mumbai +328 other locations,4.0,1.9k,12
519,Angel One,FinTech ,Mumbai +133 other locations,3.6,1.9k,41
520,DHL Supply Chain,Logistics ,Mumbai +100 other locations,4.2,1.9k,75
521,G R Infraprojects,Engineering & Construction ,Gurugram +158 other locations,4.1,1.9k,27
522,Lucas-TVS,Auto Components ,Chennai +78 other locations,3.9,1.9k,16
523,Google,Software Product ,Bengaluru +86 other locations,4.4,1.9k,488
524,Tekwissen,IT Services & Consulting ,Visakhapatnam +5 other locations,4.9,1.9k,54
525,Thomson Reuters,Software Product ,Bengaluru +27 other locations,3.7,1.9k,116
526,TELUS Digital,IT Services & Consulting ,Noida +27 other locations,3.5,1.9k,26
527,NTPC,Power ,New Delhi +124 other locations,4.2,1.9k,--
528,Infinx,Software Product ,Hyderabad +35 other locations,3.7,1.9k,37
529,Tata Power,Power ,Mumbai +153 other locations,3.9,1.9k,8
530,Iris Software,IT Services & Consulting ,Noida +23 other locations,3.8,1.9k,505
531,Safexpress,Logistics ,New Delhi +158 other locations,3.9,1.9k,4
532,ICICI Home Finance,Financial Services ,Mumbai +220 other locations,3.7,1.9k,12
533,Trident Group,Fashion & Textile ,Barnala +58 other locations,3.2,1.9k,39
534,Verizon,Telecom ,Hyderabad +12 other locations,3.5,1.9k,3
535,NeoSOFT,IT Services & Consulting ,Mumbai +24 other locations,3.3,1.9k,38
536,CSB Bank,Banking ,Mumbai +235 other locations,3.3,1.9k,1.1k
537,PI Industries,Agro Chemicals ,Vadodara +107 other locations,3.8,1.9k,11
538,Torrent Power,Power ,Ahmedabad +61 other locations,3.8,1.9k,76
539,Tata Tele Business Services,Telecom ,Mumbai +136 other locations,3.6,1.9k,41
540,Jindal Saw,Iron & Steel ,Mundra +77 other locations,4.1,1.9k,48
541,Hindustan Aeronautics,Defence & Aerospace ,Bengaluru +64 other locations,4.3,1.9k,1
542,Polycab Wires,Electrical Equipment ,Vadodara +167 other locations,4.0,1.9k,69
543,TVS Sundram Fasteners,Auto Components ,Chennai +64 other locations,3.6,1.9k,15
544,Aragen Life Sciences,Clinical Research ,Hyderabad +29 other locations,3.9,1.8k,100
545,KENT RO Systems,Consumer Electronics & Appliances ,Noida +152 other locations,3.7,1.8k,7
546,Medi Assist India,Insurance ,Bengaluru +66 other locations,3.5,1.8k,16
547,First American (India),Insurance ,Bengaluru +22 other locations,3.5,1.8k,65
548,Godrej Properties,Real Estate ,Mumbai +34 other locations,3.7,1.8k,--
549,AXA Global Business Services,IT Services & Consulting ,Pune +11 other locations,3.7,1.8k,6
550,Infra.Market,Building Material ,Mumbai +132 other locations,3.9,1.8k,--
551,Provana,BPO ,Noida +11 other locations,4.0,1.8k,38
552,Fusion CX,BPO ,Kolkata +58 other locations,3.3,1.8k,187
553,Capri Global Capital,NBFC ,New Delhi +334 other locations,3.6,1.8k,--
554,Honda Cars,Automobile ,Bhiwadi +114 other locations,4.3,1.8k,--
555,AkzoNobel,Chemicals ,Pune +160 other locations,4.1,1.8k,20
556,Haldiram Foods International Limited,FMCG ,Nagpur +169 other locations,3.8,1.8k,--
557,Sterling & Wilson,Engineering & Construction ,Mumbai +131 other locations,4.0,1.8k,52
558,DIVI'S Laboratories,Pharma ,Visakhapatnam +37 other locations,3.6,1.8k,--
559,Innovsource Services,Recruitment ,Mumbai +252 other locations,3.9,1.8k,--
560,Cafe Coffee Day,Hospitality ,Bengaluru +104 other locations,3.7,1.8k,8
561,Digit Insurance,Insurance ,Bengaluru +89 other locations,3.7,1.8k,79
562,Hindustan Petroleum,Oil & Gas ,Mumbai +258 other locations,4.2,1.8k,--
563,MetLife,Insurance ,Noida +44 other locations,4.0,1.8k,91
564,Stellar Migration,Other ,Dubai +7 other locations,1.3,1.8k,--
565,SS&C TECHNOLOGIES,IT Services & Consulting ,Mumbai +29 other locations,3.2,1.8k,124
566,Tata Communications Transformation Services,Telecom ,Pune +95 other locations,3.8,1.8k,--
567,Reckitt Benckiser,FMCG ,Gurugram +137 other locations,4.0,1.8k,57
568,LivSpace,Architecture & Interior Design ,Bengaluru +53 other locations,3.3,1.8k,141
569,USHA International,Consumer Electronics & Appliances ,Gurugram +149 other locations,4.0,1.7k,16
570,Isgec Heavy Engineering,Engineering & Construction ,Noida +94 other locations,3.8,1.7k,66
571,Air India,Aviation ,New Delhi +67 other locations,3.4,1.7k,55
572,Adani Green Energy,Power ,Ahmedabad +115 other locations,3.9,1.7k,1
573,USV,Pharma ,Mumbai +107 other locations,4.0,1.7k,98
574,Kalyan Jewellers,Jewellery ,Thrissur +159 other locations,4.4,1.7k,20
575,BT Business,Telecom ,Gurugram +13 other locations,3.9,1.7k,5
576,HDFC Securities,Financial Services ,Mumbai +185 other locations,3.4,1.7k,56
577,Security and Intelligence Services (India),Law Enforcement & Security ,New Delhi +194 other locations,4.0,1.7k,36
578,XBP Global,Internet ,Chennai +23 other locations,3.2,1.7k,71
579,Pine Labs,FinTech ,Noida +120 other locations,3.3,1.7k,6
580,Rungta Mines,Metals & Mining ,Chaibasa +58 other locations,4.0,1.7k,1
581,Annapurna Finance,NBFC ,Bhubaneswar +401 other locations,3.8,1.7k,3
582,Vedantu,EdTech ,Bengaluru +72 other locations,3.3,1.7k,9
583,Future Retail,Retail ,Mumbai +197 other locations,4.4,1.7k,--
584,Orchids International School,Education & Training ,Bengaluru +35 other locations,3.9,1.7k,19
585,Dhani Loans and Services,NBFC ,Gurugram +185 other locations,3.9,1.7k,23
586,Bata,Fashion & Textile ,Gurugram +149 other locations,3.5,1.7k,9
587,BVG India,Facility Management Services ,Pune +136 other locations,4.2,1.7k,121
588,Granules India Limited,Pharma ,Hyderabad +22 other locations,3.8,1.7k,12
589,Metro Cash & Carry,Retail ,Bengaluru +89 other locations,4.0,1.7k,4
590,Mother Dairy Fruit & Vegetable,Food Processing ,New Delhi +129 other locations,4.0,1.7k,4
